Student_ID,Parent_Education_Level,Family_Income_Level,Internet_Access_at_Home,Stress_Level (1-10)
S2741,PhD,High,No,1
S2742,High School,Medium,Yes,10
S2743,Bachelor's,Low,Yes,7
S2744,PhD,High,No,1
S2745,Bachelor's,Low,No,2
S2746,High School,Medium,No,4
S2747,High School,High,No,5
S2748,High School,Low,No,10
S2749,High School,Medium,No,1
S2750,High School,Low,No,1
S2751,Master's,Low,No,5
S2752,None,Medium,Yes,6
S2753,High School,High,Yes,3
S2754,PhD,Medium,Yes,5
S2755,PhD,High,No,2
S2756,High School,Low,No,8
S2757,Bachelor's,Low,Yes,3
S2758,High School,Medium,Yes,3
S2759,Master's,Low,No,9
S2760,None,Low,No,4
S2761,PhD,High,No,10
S2762,High School,Medium,Yes,3
S2763,None,High,Yes,5
S2764,None,Medium,Yes,6
S2765,High School,Low,No,10
S2766,None,Low,No,1
S2767,PhD,Medium,Yes,7
S2768,High School,Medium,No,4
S2769,Bachelor's,Medium,Yes,9
S2770,High School,Low,Yes,2
S2771,PhD,High,No,2
S2772,High School,Low,No,10
S2773,High School,Low,No,2
S2774,High School,Low,No,10
S2775,Master's,Medium,Yes,10
S2776,Master's,Low,Yes,8
S2777,PhD,High,Yes,2
S2778,None,Medium,Yes,4
S2779,High School,Low,No,10
S2780,High School,Low,Yes,1
S2781,Master's,Low,Yes,4
S2782,Bachelor's,Low,Yes,6
S2783,Master's,Medium,Yes,6
S2784,None,Medium,No,3
S2785,High School,Medium,Yes,9
S2786,High School,Medium,No,5
S2787,PhD,Medium,No,9
S2788,Bachelor's,Low,Yes,2
S2789,PhD,Medium,No,3
S2790,Bachelor's,Low,No,7
S2791,Bachelor's,High,Yes,5
S2792,Bachelor's,High,Yes,9
S2793,Bachelor's,Low,No,2
S2794,PhD,Low,Yes,9
S2795,High School,Medium,No,8
S2796,High School,Medium,No,5
S2797,PhD,High,Yes,1
S2798,Master's,High,Yes,10
S2799,None,Low,Yes,1
S2800,Bachelor's,High,Yes,7
S2801,PhD,Low,No,2
S2802,Bachelor's,Low,No,1
S2803,Bachelor's,High,No,3
S2804,Bachelor's,Low,No,2
S2805,PhD,Low,Yes,3
S2806,High School,Low,No,9
S2807,Master's,Low,No,9
S2808,Master's,Medium,No,9
S2809,PhD,High,No,6
S2810,None,High,Yes,3
S2811,Master's,Low,Yes,6
S2812,Master's,High,Yes,3
S2813,Bachelor's,High,No,8
S2814,PhD,Medium,No,5
S2815,High School,Medium,Yes,2
S2816,PhD,Medium,Yes,5
S2817,PhD,Medium,No,3
S2818,Master's,Medium,No,2
S2819,Bachelor's,Low,No,10
S2820,PhD,High,No,10
S2821,High School,Medium,No,8
S2822,Bachelor's,Medium,Yes,9
S2823,Bachelor's,High,Yes,3
S2824,High School,Low,Yes,10
S2825,High School,High,Yes,4
S2826,High School,Medium,No,7
S2827,PhD,Low,No,7
S2828,Bachelor's,Low,No,2
S2829,Bachelor's,Low,Yes,1
S2830,None,High,Yes,3
S2831,None,High,No,2
S2832,None,High,Yes,8
S2833,PhD,Medium,No,5
S2834,PhD,Low,No,9
S2835,High School,Medium,Yes,7
S2836,PhD,Low,Yes,1
S2837,Bachelor's,Low,No,6
S2838,Bachelor's,Low,Yes,4
S2839,Master's,Low,Yes,10
S2840,Master's,Low,Yes,1
S2841,PhD,Low,Yes,2
S2842,Master's,Low,Yes,1
S2843,PhD,High,Yes,10
S2844,High School,High,Yes,5
S2845,High School,Medium,Yes,5
S2846,Master's,Low,Yes,4
S2847,PhD,Medium,No,1
S2848,Master's,High,Yes,1
S2849,Bachelor's,Medium,No,7
S2850,PhD,Medium,No,10
S2851,None,Low,No,9
S2852,Bachelor's,Medium,Yes,7
S2853,PhD,Medium,Yes,4
S2854,Master's,Medium,Yes,4
S2855,Master's,High,No,9
S2856,Master's,Low,Yes,6
S2857,PhD,Low,No,10
S2858,Master's,Low,Yes,2
S2859,PhD,Low,Yes,1
S2860,PhD,High,Yes,6
S2861,Master's,Low,No,1
S2862,High School,Medium,No,3
S2863,High School,High,Yes,6
S2864,Bachelor's,Medium,Yes,5
S2865,PhD,High,No,9
S2866,Master's,Low,No,6
S2867,Master's,Low,Yes,3
S2868,Master's,High,No,10
S2869,High School,Low,No,4
S2870,None,High,Yes,5
S2871,PhD,Low,Yes,4
S2872,Bachelor's,High,Yes,3
S2873,Bachelor's,Low,Yes,9
S2874,Bachelor's,Low,No,9
S2875,PhD,High,Yes,5
S2876,PhD,Medium,No,1
S2877,Bachelor's,Low,Yes,1
S2878,Bachelor's,High,No,7
S2879,Master's,Low,Yes,3
S2880,None,Low,No,8
S2881,High School,Medium,Yes,6
S2882,PhD,High,Yes,6
S2883,None,Medium,Yes,6
S2884,Bachelor's,Low,Yes,6
S2885,Bachelor's,High,Yes,3
S2886,Bachelor's,Medium,Yes,6
S2887,Bachelor's,High,Yes,3
S2888,Master's,Low,Yes,5
S2889,PhD,Low,No,1
S2890,Bachelor's,Medium,Yes,2
S2891,Bachelor's,Low,No,2
S2892,PhD,High,Yes,9
S2893,High School,Low,Yes,5
S2894,Master's,Medium,Yes,1
S2895,Master's,Low,No,2
S2896,None,Medium,No,6
S2897,Master's,Medium,No,6
S2898,None,Medium,No,2
S2899,High School,Medium,No,3
S2900,PhD,High,Yes,4
S2901,Bachelor's,Medium,No,10
S2902,None,High,No,1
S2903,Master's,High,No,10
S2904,Bachelor's,High,No,2
S2905,High School,Low,No,7
S2906,PhD,Medium,No,6
S2907,None,Medium,No,5
S2908,Master's,Low,Yes,8
S2909,Bachelor's,Medium,No,3
S2910,Bachelor's,Low,No,8
S2911,Bachelor's,Medium,Yes,5
S2912,PhD,High,Yes,9
S2913,None,High,Yes,9
S2914,PhD,High,Yes,7
S2915,Master's,Medium,No,3
S2916,None,High,No,4
S2917,High School,Low,No,6
S2918,High School,Medium,No,1
S2919,PhD,Medium,Yes,2
S2920,PhD,Medium,No,6
S2921,PhD,High,No,9
S2922,High School,High,No,4
S2923,High School,Low,No,3
S2924,None,Low,No,8
S2925,None,Medium,No,7
S2926,PhD,Low,Yes,2
S2927,Bachelor's,Medium,Yes,10
S2928,None,High,No,4
S2929,High School,High,Yes,10
S2930,Master's,Medium,Yes,6
S2931,Bachelor's,High,No,2
S2932,High School,High,Yes,6
S2933,Bachelor's,High,Yes,9
S2934,Master's,Medium,Yes,4
S2935,PhD,Low,No,10
S2936,Bachelor's,Medium,No,7
S2937,Master's,Medium,Yes,9
S2938,Master's,High,No,8
S2939,Bachelor's,High,No,2
S2940,Bachelor's,Low,No,9
S2941,Bachelor's,Medium,No,8
S2942,Bachelor's,Low,No,5
S2943,PhD,Low,Yes,9
S2944,High School,Medium,No,6
S2945,None,Low,Yes,9
S2946,PhD,Medium,No,9
S2947,Bachelor's,Medium,No,3
S2948,Master's,Low,Yes,7
S2949,PhD,Low,Yes,4
S2950,None,Medium,Yes,4
S2951,None,High,Yes,7
S2952,PhD,High,No,6
S2953,Master's,Medium,Yes,4
S2954,Master's,High,No,5
S2955,Master's,Low,No,6
S2956,High School,Low,Yes,4
S2957,Master's,High,Yes,8
S2958,None,High,Yes,4
S2959,Bachelor's,Medium,No,10
S2960,Bachelor's,Low,Yes,4
S2961,None,High,No,10
S2962,Master's,High,Yes,10
S2963,Bachelor's,High,Yes,1
S2964,None,High,No,6
S2965,Master's,Low,No,1
S2966,High School,Medium,Yes,9
S2967,Bachelor's,Low,No,5
S2968,Master's,Medium,Yes,2
S2969,Master's,High,Yes,9
S2970,Bachelor's,High,No,8
S2971,Master's,Medium,Yes,4
S2972,PhD,High,No,3
S2973,PhD,Low,No,4
S2974,High School,Medium,Yes,10
S2975,None,High,Yes,4
S2976,PhD,High,No,9
S2977,PhD,High,No,6
S2978,High School,Medium,Yes,4
S2979,PhD,Low,Yes,2
S2980,PhD,Low,Yes,9
S2981,Bachelor's,High,Yes,7
S2982,High School,Medium,Yes,5
S2983,Master's,Medium,No,2
S2984,Master's,Medium,No,1
S2985,None,High,No,7
S2986,None,Low,No,3
S2987,PhD,Medium,No,8
S2988,PhD,Low,No,4
S2989,Master's,Medium,Yes,5
S2990,High School,Medium,No,3
S2991,Bachelor's,Low,Yes,7
S2992,None,Medium,No,4
S2993,PhD,Low,No,1
S2994,None,Medium,No,5
S2995,Master's,Low,Yes,2
S2996,High School,High,No,7
S2997,Master's,Medium,No,2
S2998,Bachelor's,Medium,Yes,4
S2999,High School,Low,Yes,2
S3000,Bachelor's,Low,No,7
S3001,Bachelor's,Low,No,3
S3002,High School,Low,Yes,2
S3003,Bachelor's,High,No,2
S3004,None,Medium,Yes,2
S3005,PhD,Medium,Yes,6
S3006,High School,Medium,Yes,8
S3007,Master's,High,Yes,7
S3008,Master's,Low,No,10
S3009,PhD,High,No,1
S3010,Master's,Medium,No,3
S3011,PhD,Medium,No,8
S3012,None,Low,Yes,8
S3013,Master's,Low,Yes,9
S3014,Master's,High,No,7
S3015,None,Medium,Yes,5
S3016,Master's,High,Yes,3
S3017,Master's,Medium,No,8
S3018,None,Low,No,5
S3019,None,Low,No,5
S3020,None,Medium,Yes,8
S3021,Master's,Low,Yes,8
S3022,PhD,Medium,No,8
S3023,PhD,Low,No,4
S3024,High School,Low,Yes,3
S3025,High School,High,Yes,6
S3026,Master's,Low,No,5
S3027,Master's,Medium,No,10
S3028,PhD,Medium,Yes,5
S3029,Bachelor's,Medium,Yes,5
S3030,High School,High,Yes,3
S3031,PhD,Medium,No,7
S3032,Master's,High,Yes,5
S3033,High School,High,Yes,4
S3034,High School,Low,Yes,4
S3035,High School,Low,Yes,7
S3036,Master's,High,Yes,1
S3037,PhD,Medium,Yes,8
S3038,Bachelor's,High,Yes,1
S3039,Master's,Low,No,6
S3040,High School,High,No,4
S3041,None,Medium,No,7
S3042,PhD,High,No,6
S3043,Master's,Low,No,5
S3044,High School,High,No,5
S3045,Bachelor's,Medium,No,6
S3046,High School,Medium,No,7
S3047,High School,Low,No,3
S3048,Master's,Low,Yes,3
S3049,Bachelor's,Low,Yes,7
S3050,None,Low,No,3
S3051,Master's,High,Yes,7
S3052,PhD,Low,Yes,2
S3053,Bachelor's,Medium,Yes,8
S3054,None,Low,No,9
S3055,None,High,No,6
S3056,Bachelor's,High,No,2
S3057,PhD,High,Yes,9
S3058,High School,High,Yes,5
S3059,Master's,Medium,Yes,4
S3060,PhD,Low,No,7
S3061,None,Low,No,6
S3062,PhD,Low,No,4
S3063,High School,Low,Yes,10
S3064,PhD,Low,No,2
S3065,PhD,Low,Yes,4
S3066,None,Low,Yes,1
S3067,PhD,High,No,8
S3068,Master's,High,Yes,4
S3069,Bachelor's,Medium,Yes,2
S3070,None,High,Yes,5
S3071,Bachelor's,Medium,Yes,1
S3072,PhD,Low,Yes,2
S3073,High School,Low,Yes,8
S3074,None,High,No,4
S3075,PhD,High,Yes,9
S3076,PhD,Low,No,10
S3077,High School,Low,Yes,4
S3078,PhD,High,Yes,2
S3079,Master's,Low,No,8
S3080,High School,High,No,10
S3081,None,Low,No,4
S3082,None,High,No,8
S3083,Bachelor's,High,No,2
S3084,Master's,Low,Yes,4
S3085,Master's,Low,No,1
S3086,None,High,Yes,8
S3087,PhD,Medium,No,6
S3088,Master's,Medium,No,2
S3089,Master's,Medium,Yes,3
S3090,PhD,Medium,Yes,6
S3091,High School,Low,No,10
S3092,PhD,Medium,Yes,9
S3093,Bachelor's,Medium,Yes,10
S3094,Bachelor's,High,No,7
S3095,None,High,Yes,9
S3096,High School,Low,No,10
S3097,Master's,High,No,4
S3098,None,Medium,No,8
S3099,None,Medium,No,2
S3100,Master's,Low,No,2
S3101,Master's,Low,No,4
S3102,PhD,Medium,No,3
S3103,Bachelor's,High,Yes,8
S3104,Master's,High,No,2
S3105,PhD,Low,Yes,4
S3106,Bachelor's,Low,Yes,9
S3107,High School,Low,No,9
S3108,High School,Medium,Yes,4
S3109,High School,High,Yes,3
S3110,Master's,High,Yes,1
S3111,Bachelor's,High,Yes,1
S3112,Bachelor's,Medium,Yes,8
S3113,High School,Low,No,9
S3114,None,High,No,9
S3115,Bachelor's,Medium,Yes,5
S3116,Bachelor's,High,No,2
S3117,PhD,Medium,No,7
S3118,High School,High,Yes,4
S3119,None,Low,Yes,10
S3120,PhD,High,Yes,4
S3121,None,Medium,No,4
S3122,None,High,Yes,10
S3123,None,Medium,Yes,3
S3124,Master's,Medium,No,4
S3125,Bachelor's,High,Yes,2
S3126,Bachelor's,Medium,No,9
S3127,PhD,Medium,No,7
S3128,None,Low,No,1
S3129,None,Low,Yes,5
S3130,Bachelor's,Low,Yes,2
S3131,None,Medium,Yes,3
S3132,None,High,Yes,3
S3133,None,High,No,7
S3134,High School,Low,No,3
S3135,High School,Medium,No,7
S3136,High School,Low,No,8
S3137,PhD,Low,Yes,2
S3138,None,Medium,No,1
S3139,High School,Low,Yes,6
S3140,High School,Medium,Yes,9
S3141,Master's,Low,No,6
S3142,PhD,High,No,8
S3143,High School,Low,Yes,5
S3144,High School,High,No,8
S3145,High School,Low,No,4
S3146,Master's,Low,Yes,6
S3147,Master's,High,No,8
S3148,PhD,Low,Yes,1
S3149,None,Medium,Yes,6
S3150,None,High,Yes,8
S3151,PhD,Medium,No,5
S3152,None,Medium,Yes,3
S3153,Bachelor's,High,No,5
S3154,None,Low,No,3
S3155,Master's,Medium,No,6
S3156,Master's,Low,Yes,6
S3157,High School,Medium,Yes,5
S3158,Master's,High,No,7
S3159,Bachelor's,High,Yes,7
S3160,Bachelor's,Medium,Yes,6
S3161,Bachelor's,High,Yes,6
S3162,High School,Medium,Yes,4
S3163,None,Low,No,4
S3164,High School,Medium,Yes,3
S3165,Master's,Medium,Yes,10
S3166,Bachelor's,Medium,Yes,7
S3167,High School,High,No,3
S3168,High School,High,No,9
S3169,Bachelor's,High,Yes,9
S3170,PhD,Medium,Yes,6
S3171,Bachelor's,High,No,7
S3172,PhD,High,No,3
S3173,Bachelor's,High,No,3
S3174,None,High,No,1
S3175,PhD,High,Yes,6
S3176,PhD,Medium,Yes,3
S3177,High School,Medium,No,1
S3178,PhD,High,Yes,8
S3179,Master's,High,No,8
S3180,High School,Medium,No,8
S3181,High School,Medium,Yes,8
S3182,None,High,No,5
S3183,High School,Low,Yes,7
S3184,High School,High,Yes,3
S3185,Master's,Low,Yes,10
S3186,High School,High,Yes,2
S3187,PhD,Low,Yes,6
S3188,None,Low,No,1
S3189,Master's,High,Yes,2
S3190,Bachelor's,Medium,No,7
S3191,Bachelor's,Medium,Yes,9
S3192,Bachelor's,Medium,Yes,7
S3193,Master's,Medium,No,10
S3194,Bachelor's,High,Yes,8
S3195,PhD,Low,Yes,8
S3196,Bachelor's,Medium,Yes,10
S3197,Bachelor's,High,No,3
S3198,None,High,Yes,6
S3199,Bachelor's,Medium,Yes,2
S3200,Bachelor's,Medium,No,9
S3201,High School,Medium,No,7
S3202,PhD,Medium,No,3
S3203,Master's,High,Yes,6
S3204,None,High,Yes,10
S3205,Master's,Low,Yes,1
S3206,Bachelor's,Low,Yes,7
S3207,High School,High,Yes,9
S3208,Bachelor's,Low,Yes,5
S3209,Bachelor's,High,Yes,9
S3210,None,Medium,Yes,8
S3211,None,High,Yes,8
S3212,Master's,Medium,Yes,6
S3213,Bachelor's,Medium,Yes,3
S3214,Master's,High,Yes,4
S3215,Bachelor's,High,Yes,1
S3216,None,Medium,No,6
S3217,High School,Low,Yes,7
S3218,Master's,High,No,10
S3219,Master's,Medium,Yes,9
S3220,PhD,Low,No,5
S3221,PhD,Low,No,2
S3222,High School,Medium,No,7
S3223,PhD,High,Yes,7
S3224,High School,Low,No,5
S3225,Bachelor's,Low,No,2
S3226,PhD,Low,No,7
S3227,PhD,Medium,No,1
S3228,Master's,Low,Yes,6
S3229,High School,Low,No,6
S3230,Master's,Medium,Yes,6
S3231,PhD,Low,Yes,3
S3232,Bachelor's,Medium,No,3
S3233,None,Low,Yes,1
S3234,High School,Medium,No,4
S3235,High School,Medium,Yes,7
S3236,Bachelor's,High,Yes,1
S3237,Bachelor's,High,Yes,10
S3238,High School,Medium,No,10
S3239,High School,Medium,Yes,2
S3240,Bachelor's,Low,Yes,10
S3241,Bachelor's,Low,Yes,2
S3242,Bachelor's,High,No,5
S3243,PhD,Low,No,8
S3244,High School,Medium,No,5
S3245,High School,Medium,Yes,1
S3246,Bachelor's,Medium,No,1
S3247,Master's,Low,Yes,5
S3248,None,Low,Yes,2
S3249,High School,Medium,Yes,3
S3250,PhD,Low,No,2
S3251,None,Medium,Yes,9
S3252,Master's,Medium,No,5
S3253,PhD,Medium,No,1
S3254,Bachelor's,Medium,Yes,3
S3255,Master's,High,Yes,8
S3256,Bachelor's,Low,Yes,4
S3257,PhD,Medium,Yes,8
S3258,PhD,Medium,Yes,1
S3259,Bachelor's,Medium,No,8
S3260,None,Low,No,10
S3261,High School,Low,No,9
S3262,High School,High,Yes,7
S3263,PhD,High,Yes,3
S3264,Master's,Medium,Yes,2
S3265,Bachelor's,High,No,1
S3266,Master's,Low,Yes,10
S3267,Bachelor's,Medium,No,10
S3268,Master's,Low,No,7
S3269,Bachelor's,High,Yes,1
S3270,PhD,Medium,No,6
S3271,None,Medium,Yes,1
S3272,High School,Medium,Yes,10
S3273,Master's,Low,No,4
S3274,High School,Low,Yes,5
S3275,Master's,High,Yes,1
S3276,PhD,Low,Yes,8
S3277,PhD,High,Yes,7
S3278,Master's,Medium,Yes,1
S3279,Master's,Low,Yes,5
S3280,Master's,Low,Yes,4
S3281,PhD,Low,No,1
S3282,None,Low,Yes,4
S3283,None,Low,Yes,4
S3284,Master's,Medium,No,6
S3285,Bachelor's,Medium,No,4
S3286,None,Medium,Yes,5
S3287,PhD,Medium,Yes,10
S3288,PhD,High,Yes,3
S3289,PhD,High,No,7
S3290,High School,High,Yes,3
S3291,High School,High,Yes,5
S3292,PhD,High,No,2
S3293,None,Medium,No,10
S3294,High School,High,No,10
S3295,Bachelor's,Medium,Yes,8
S3296,Master's,Medium,Yes,4
S3297,High School,Low,Yes,1
S3298,High School,High,No,2
S3299,None,High,Yes,7
S3300,None,Medium,Yes,7
S3301,Bachelor's,Medium,Yes,2
S3302,Bachelor's,Low,No,8
S3303,Bachelor's,Low,Yes,1
S3304,Bachelor's,Medium,No,4
S3305,High School,Medium,No,8
S3306,Bachelor's,Medium,No,5
S3307,Bachelor's,Low,No,8
S3308,PhD,High,No,8
S3309,High School,Low,No,9
S3310,High School,Low,Yes,1
S3311,High School,Low,No,1
S3312,Master's,Medium,No,9
S3313,Bachelor's,Low,Yes,7
S3314,Bachelor's,High,No,9
S3315,Bachelor's,Low,Yes,2
S3316,None,High,No,8
S3317,None,High,Yes,1
S3318,None,Medium,Yes,4
S3319,Master's,Medium,No,8
S3320,Bachelor's,Medium,Yes,4
S3321,High School,High,Yes,3
S3322,High School,Medium,Yes,7
S3323,PhD,High,No,5
S3324,None,Medium,No,1
S3325,Master's,Medium,Yes,4
S3326,PhD,High,No,4
S3327,Master's,Medium,Yes,1
S3328,High School,Low,No,10
S3329,Bachelor's,Low,Yes,5
S3330,High School,Low,Yes,2
S3331,High School,Low,No,8
S3332,None,High,Yes,9
S3333,High School,Medium,Yes,2
S3334,Master's,Low,Yes,10
S3335,Bachelor's,High,Yes,10
S3336,None,High,No,4
S3337,PhD,Medium,No,2
S3338,High School,Low,No,5
S3339,None,Low,Yes,7
S3340,None,High,Yes,5
S3341,None,High,Yes,5
S3342,Master's,Low,No,2
S3343,PhD,Medium,Yes,3
S3344,None,High,Yes,6
S3345,Master's,High,Yes,6
S3346,PhD,Medium,No,1
S3347,Bachelor's,Medium,No,1
S3348,Master's,High,No,10
S3349,None,High,Yes,9
S3350,High School,Low,Yes,2
S3351,Master's,High,No,2
S3352,Bachelor's,High,Yes,9
S3353,PhD,High,No,5
S3354,Bachelor's,Low,No,6
S3355,PhD,Medium,No,3
S3356,Master's,Medium,Yes,7
S3357,PhD,Medium,No,2
S3358,None,High,No,5
S3359,Master's,High,Yes,4
S3360,High School,Medium,No,8
S3361,Bachelor's,Low,No,2
S3362,Bachelor's,High,Yes,1
S3363,Master's,Low,Yes,2
S3364,High School,Low,No,2
S3365,Master's,High,No,8
S3366,None,Medium,Yes,1
S3367,None,Low,No,1
S3368,High School,Medium,Yes,10
S3369,Master's,High,Yes,1
S3370,High School,Low,No,3
S3371,High School,High,No,5
S3372,None,High,Yes,8
S3373,None,Low,No,8
S3374,High School,Low,No,10
S3375,High School,Medium,Yes,5
S3376,PhD,Low,No,5
S3377,None,High,Yes,7
S3378,High School,Medium,No,1
S3379,PhD,High,No,1
S3380,High School,Medium,Yes,1
S3381,PhD,High,Yes,8
S3382,High School,Medium,No,8
S3383,Master's,Low,No,4
S3384,None,High,Yes,5
S3385,High School,High,Yes,7
S3386,Bachelor's,Medium,No,6
S3387,Bachelor's,Low,Yes,2
S3388,PhD,Low,Yes,7
S3389,None,Medium,Yes,2
S3390,PhD,Low,Yes,4
S3391,None,Low,Yes,4
S3392,Bachelor's,Medium,Yes,5
S3393,Bachelor's,High,Yes,1
S3394,PhD,Medium,Yes,3
S3395,Master's,Medium,No,8
S3396,Bachelor's,Medium,Yes,6
S3397,None,Low,No,3
S3398,High School,High,No,2
S3399,High School,Low,Yes,6
S3400,High School,Low,No,3
S3401,Bachelor's,Low,Yes,7
S3402,Master's,High,No,7
S3403,Bachelor's,Medium,No,2
S3404,None,Medium,Yes,4
S3405,Bachelor's,High,Yes,3
S3406,Bachelor's,Medium,No,8
S3407,Bachelor's,High,No,8
S3408,Bachelor's,Low,No,4
S3409,None,Medium,No,4
S3410,Bachelor's,High,No,6
S3411,Master's,High,Yes,6
S3412,PhD,High,No,6
S3413,None,High,Yes,2
S3414,Master's,Medium,Yes,8
S3415,High School,Low,Yes,7
S3416,High School,Medium,Yes,2
S3417,None,Medium,Yes,8
S3418,PhD,High,No,1
S3419,Bachelor's,Low,No,10
S3420,None,High,No,7
S3421,Bachelor's,Medium,No,6
S3422,Bachelor's,Low,Yes,9
S3423,High School,Medium,Yes,3
S3424,PhD,Low,Yes,9
S3425,Bachelor's,Low,No,5
S3426,None,High,No,5
S3427,High School,High,Yes,6
S3428,Bachelor's,High,Yes,3
S3429,High School,Medium,No,4
S3430,High School,Low,Yes,10
S3431,None,High,Yes,6
S3432,None,High,No,5
S3433,Master's,High,Yes,10
S3434,Bachelor's,High,Yes,8
S3435,High School,Low,Yes,7
S3436,Master's,Low,Yes,1
S3437,None,Medium,Yes,6
S3438,PhD,High,Yes,5
S3439,High School,Low,Yes,10
S3440,PhD,Low,No,9
S3441,PhD,Medium,No,3
S3442,High School,High,No,4
S3443,Master's,Medium,No,4
S3444,Master's,High,No,4
S3445,High School,Low,No,9
S3446,Bachelor's,Low,Yes,8
S3447,PhD,High,No,9
S3448,Master's,High,Yes,4
S3449,High School,Low,No,3
S3450,None,Low,Yes,5
S3451,None,Low,Yes,2
S3452,High School,Medium,No,5
S3453,Bachelor's,Medium,No,2
S3454,None,Medium,Yes,10
S3455,Bachelor's,Medium,Yes,2
S3456,High School,High,No,7
S3457,High School,High,No,10
S3458,PhD,Low,Yes,4
S3459,High School,High,No,6
S3460,Bachelor's,High,No,9
S3461,Master's,High,Yes,10
S3462,None,Medium,Yes,3
S3463,None,High,No,1
S3464,PhD,High,No,3
S3465,Master's,Low,No,3
S3466,Bachelor's,Medium,No,3
S3467,Bachelor's,Low,No,4
S3468,PhD,Low,No,3
S3469,High School,Medium,Yes,5
S3470,Master's,Medium,No,8
S3471,None,Medium,Yes,3
S3472,Master's,Low,No,10
S3473,PhD,Low,Yes,6
S3474,High School,Medium,Yes,1
S3475,Master's,Low,No,4
S3476,High School,High,No,1
S3477,Master's,Low,No,2
S3478,None,Medium,Yes,3
S3479,Bachelor's,Low,No,5
S3480,Master's,Low,Yes,9
S3481,Bachelor's,Medium,Yes,9
S3482,Bachelor's,High,Yes,3
S3483,Bachelor's,Medium,Yes,8
S3484,PhD,Low,No,2
S3485,None,High,Yes,9
S3486,Bachelor's,High,Yes,4
S3487,None,Low,No,2
S3488,Master's,Medium,Yes,5
S3489,None,High,No,7
S3490,High School,Medium,Yes,6
S3491,Bachelor's,Low,Yes,9
S3492,Master's,Medium,Yes,7
S3493,Bachelor's,Medium,No,6
S3494,Bachelor's,Medium,No,8
S3495,Master's,High,No,7
S3496,Master's,Low,No,7
S3497,PhD,High,No,8
S3498,PhD,High,Yes,6
S3499,PhD,Low,Yes,10
S3500,None,High,No,5
S3501,High School,High,Yes,4
S3502,High School,Medium,No,8
S3503,None,High,Yes,9
S3504,PhD,Low,Yes,9
S3505,High School,Low,No,4
S3506,PhD,High,Yes,9
S3507,Master's,High,No,2
S3508,None,Medium,Yes,7
S3509,PhD,High,No,4
S3510,None,Medium,Yes,4
S3511,Bachelor's,Medium,No,8
S3512,None,High,Yes,3
S3513,None,High,Yes,5
S3514,PhD,Low,Yes,5
S3515,None,High,No,3
S3516,Bachelor's,Low,No,4
S3517,Master's,Medium,Yes,9
S3518,High School,Medium,Yes,3
S3519,Master's,High,Yes,10
S3520,None,Low,Yes,9
S3521,Bachelor's,Low,No,10
S3522,Bachelor's,Low,No,1
S3523,Master's,Medium,Yes,5
S3524,PhD,Low,Yes,5
S3525,High School,Medium,Yes,9
S3526,None,Medium,No,8
S3527,None,High,No,7
S3528,Master's,High,No,1
S3529,Bachelor's,Medium,Yes,7
S3530,Bachelor's,High,Yes,2
S3531,PhD,High,Yes,9
S3532,High School,Medium,No,3
S3533,None,Medium,No,9
S3534,Master's,Low,No,5
S3535,PhD,Low,No,4
S3536,High School,High,No,5
S3537,None,High,No,2
S3538,High School,Medium,No,8
S3539,None,Low,No,8
S3540,High School,Low,Yes,8
S3541,High School,Medium,Yes,8
S3542,Master's,Medium,No,7
S3543,PhD,Medium,No,2
S3544,Bachelor's,Low,No,8
S3545,High School,Medium,No,6
S3546,Master's,High,Yes,5
S3547,Bachelor's,Low,Yes,2
S3548,PhD,Medium,Yes,3
S3549,PhD,High,No,4
S3550,High School,Low,No,4
S3551,None,Medium,No,5
S3552,PhD,High,Yes,2
S3553,Master's,Medium,Yes,9
S3554,High School,High,Yes,9
S3555,PhD,Low,No,9
S3556,High School,Low,No,5
S3557,None,Low,Yes,4
S3558,PhD,Medium,Yes,9
S3559,High School,Low,Yes,8
S3560,Master's,High,No,7
S3561,PhD,Medium,No,5
S3562,None,High,Yes,8
S3563,Bachelor's,High,Yes,5
S3564,Bachelor's,High,No,2
S3565,High School,Medium,Yes,6
S3566,PhD,High,No,2
S3567,PhD,High,No,10
S3568,None,Low,Yes,9
S3569,Bachelor's,Medium,No,7
S3570,Master's,Low,Yes,3
S3571,Bachelor's,High,No,10
S3572,PhD,High,No,8
S3573,Master's,Medium,No,1
S3574,Master's,High,No,9
S3575,None,Medium,No,7
S3576,High School,High,No,10
S3577,High School,High,No,2
S3578,None,Low,No,8
S3579,PhD,High,No,6
S3580,PhD,Low,No,6
S3581,High School,Low,Yes,4
S3582,Bachelor's,High,No,5
S3583,None,Low,No,9
S3584,Bachelor's,Medium,Yes,7
S3585,None,Low,Yes,1
S3586,None,Medium,Yes,2
S3587,High School,Low,Yes,1
S3588,High School,Low,Yes,9
S3589,Bachelor's,Low,Yes,10
S3590,PhD,High,No,1
S3591,Master's,High,No,3
S3592,Bachelor's,High,Yes,6
S3593,None,High,Yes,6
S3594,Master's,Medium,Yes,9
S3595,Master's,Low,Yes,9
S3596,Master's,High,Yes,4
S3597,Master's,Low,No,1
S3598,Master's,High,No,10
S3599,Bachelor's,Medium,Yes,9
S3600,High School,Low,Yes,2
S3601,High School,Medium,Yes,10
S3602,None,High,Yes,10
S3603,PhD,Low,No,4
S3604,Bachelor's,High,Yes,7
S3605,Master's,High,No,2
S3606,High School,Medium,No,9
