Student_ID,Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Projects_Score,Total_Score,Grade
S3354,43.67,81.69,85.72,74.92,86.46,73.791,C
S3355,66.2,96.08,74.05,62.38,50.18,70.8545,C
S3356,94.79,62.96,95.8,89.14,92.84,82.4945,B
S3357,87.48,41.28,78.77,85.45,99.42,74.0135,C
S3358,58.33,41.67,56.75,63.47,56.09,53.9735,F
S3359,95.49,93.52,77.38,54.87,82.55,79.9375,C
S3360,59.78,83.35,59.05,50.01,50.12,59.049,F
S3361,44.35,46.4,88.38,79.84,52.45,58.3385,F
S3362,99.64,43.28,98.36,60.57,64.25,68.807,D
S3363,92.2,88.29,68.04,50.63,92.32,79.0725,C
S3364,67.96,88.59,71.75,67.95,82.63,76.988,C
S3365,79.98,47.23,71.07,98.1,72.29,68.142,D
S3366,80.27,58.09,64.26,84.5,71.93,68.966,D
S3367,51.67,86.8,89.71,92.89,73.3,77.876,C
S3368,52,71.52,80.89,57.24,65.55,64.6175,D
S3369,68.17,97.4,53.2,53.66,93.89,78.2535,C
S3370,94.69,68.86,91.94,50.58,78.39,77.7495,C
S3371,40.6,80.62,59.35,97.78,74.2,71.8005,C
S3372,86.95,70.59,98.96,65.01,73.25,78.465,C
S3373,43.45,96.58,68.83,72.98,96.79,79.712,C
S3374,68.69,63.92,80.82,69.73,86.18,73.8385,C
S3375,78.27,53.79,53.89,86.52,57.24,61.7405,D
S3376,81.21,59.6,67.23,65.5,71.85,69.616,D
S3377,43.51,91.17,90.12,76.77,64.42,74.04,C
S3378,65.12,69.88,73.86,99.78,99.34,79.657,C
S3379,75.03,61.26,95.23,72.2,70.77,70.12,C
S3380,43.96,72.66,78.76,77.56,53.39,62.241,D
S3381,48.11,47.99,96.43,75.13,70.56,63.7995,D
S3382,79.82,40.32,99.13,90.16,66.07,70.5145,C
S3383,71.3,56.84,72.69,63.34,79.98,67.4665,D
S3384,49.71,76.3,78.26,58.52,61.3,63.4175,D
S3385,72.11,82.7,91.75,87.7,51.8,74.059,C
S3386,94.76,89.6,61.08,70.78,54.79,69.721,D
S3387,40.94,95.6,93.08,95.69,64.16,74.12,C
S3388,78.56,64.73,79.6,82.21,67.42,70.5485,C
S3389,44.42,84.43,86.28,78.22,91.72,79.0255,C
S3390,40.39,44.48,53.99,53.52,63.5,51.319,F
S3391,49.04,43.45,88.31,86.52,51.57,58.068,F
S3392,65.37,47.49,65.54,84.3,89.04,67.646,D
S3393,88.14,66.91,90.26,82,93.45,82.5925,B
S3394,56.91,52.68,75.46,63.4,74.62,63.7915,D
S3395,77.54,57.22,63.73,97.34,64.25,68.7495,D
S3396,64.67,78.87,97.64,66.08,88.61,79.335,C
S3397,54.06,61.51,88.25,57.61,50.44,59.837,F
S3398,70.85,73.44,99.28,99.36,96.2,85.6355,B
S3399,87.85,64.74,68.22,87.31,93.28,76.9255,C
S3400,89.95,50.14,82.46,70.74,77.24,69.4275,D
S3401,90.79,44.44,80.58,96.8,63.88,69.6095,D
S3402,60.31,54.17,84.38,54.56,51.64,57.559,F
S3403,87.61,43.46,51.92,54.38,99.99,70.6545,C
S3404,52.73,77.12,64.59,84.12,88.1,72.205,C
S3405,84.31,87.74,95.47,58.9,66.94,78.984,C
S3406,96.9,60.38,71.19,95.86,50.96,70.1225,C
S3407,40.82,63.23,98.03,92.02,81.96,72.295,C
S3408,66.42,88.97,60.68,65.32,99.35,80.1745,B
S3409,78.87,53.36,99.87,94.44,85.35,77.415,C
S3410,82.11,47.15,84.88,52.14,54.19,62.777,D
S3411,50.57,70.07,88.82,77.43,70.11,67.252,D
S3412,98.33,78.77,69.84,96.78,55.46,74.499,C
S3413,76.92,75.98,95.35,92.77,95.61,86.0555,B
S3414,49.86,82.83,77.27,67.8,66.52,68.423,D
S3415,41.23,43.41,84.05,59.14,86.67,62.6545,D
S3416,87,65.69,54.74,60.53,54.23,61.2055,D
S3417,44.78,54.31,81.58,75.73,56.42,61.0305,D
S3418,48.46,85.55,93.95,79.84,83.97,76.254,C
S3419,74.49,92.36,58.91,51.64,92.17,78.735,C
S3420,76.21,56.88,86.89,70.68,60.07,65.309,D
S3421,81.21,45.71,51.27,91.52,70.92,63.0525,D
S3422,63.61,55.21,96.31,72.22,80.97,71.8335,C
S3423,86.43,46.24,99.15,58.46,89.81,76.676,C
S3424,98.46,59.35,67.71,97.74,81.41,77.05,C
S3425,56.27,72.29,55.35,63.31,54.77,61.5225,D
S3426,82.18,98.42,82.93,89.92,77.14,84.5105,B
S3427,95.71,63.96,51.49,59.69,94.23,75.798,C
S3428,81.18,53.2,74.12,71.16,93.4,73.891,C
S3429,80.87,50.01,63.59,74.52,79.25,70.0285,C
S3430,53.43,50.38,73.67,75.03,99.78,71.607,C
S3431,72.11,51.56,50.91,75.82,55.26,58.263,F
S3432,73.75,85.74,52.58,61.25,73.93,71.3135,C
S3433,82.01,43.66,50.8,75.8,88.76,66.6245,D
S3434,99.81,99.84,80.96,74.09,57.05,77.7545,C
S3435,42.02,71.36,78,60.44,98.64,71.849,C
S3436,43.91,72.66,61.66,99.41,67.7,67.8415,D
S3437,44.68,61.45,82.33,93.28,67.51,65.44,D
S3438,84.58,81.42,94.21,94.38,60.66,76.7545,C
S3439,48.18,68.29,63.87,84.28,64.4,66.228,D
S3440,77.35,59.74,91.6,57.99,78.88,72.5705,C
S3441,59.48,55.91,83.13,78.4,71.47,65.135,D
S3442,67.44,95.54,51.69,91.07,59.67,72.7625,C
S3443,52.94,57.46,68.76,51.94,90.46,66.232,D
S3444,91.97,66.18,75.39,74.79,53.11,67.826,D
S3445,75.17,61.02,86.58,69.81,91.73,76.5675,C
S3446,96.67,45.17,64.36,60.61,63.75,61.823,D
S3447,74.48,51.16,99.14,68.91,74.8,68.744,D
S3448,47.43,51.37,84.23,99.17,69.05,64.2785,D
S3449,50.25,81.62,68.64,86.16,78.53,70.8985,C
S3450,99.34,64.4,54.85,64.98,89.8,74.0465,C
S3451,83.53,86.92,59.07,80.27,99.47,85.973,B
S3452,42.96,82.54,74.38,62.33,65.3,66.069,D
S3453,82.23,51.52,74.73,80.54,77.69,72.105,C
S3454,64.73,73.78,88.39,94.81,73.3,75.629,C
S3455,58.43,84.57,86.31,77.84,99.95,83.9575,B
S3456,49.24,77.98,60.06,86.67,90.45,72.472,C
S3457,90.39,76,79.75,72.67,69.85,74.118,C
S3458,43.83,84.38,51.03,76.21,73.84,67.647,D
S3459,57.39,43.41,69.93,84.75,62.3,61.5205,D
S3460,58.38,83.89,88.21,90.62,87.76,78.566,C
S3461,49.65,56.36,69.98,82.97,92.26,70.5445,C
S3462,70.49,74.31,91.78,98.87,98.25,82.535,B
S3463,40.7,54.54,98.81,90.99,78.29,69.4325,D
S3464,58.06,90.33,80.36,88.86,83.53,80.4355,B
S3465,96.02,68.83,57.25,92.26,72.3,74.839,C
S3466,58.63,78.58,68.98,64.06,80.46,70.0255,C
S3467,61.63,87.64,50.47,71.6,67.44,66.952,D
S3468,68.39,93.72,80.14,78.22,86.88,81.9455,B
S3469,73.7,83.92,91.08,73.12,51.14,73.341,C
S3470,88.52,48.93,81.5,92.37,51.42,64.1785,D
S3471,51.42,91.27,89.3,51.35,85.81,76.9435,C
S3472,92.3,77.11,90,60.46,96.53,83.7875,B
S3473,85.45,76.57,92.55,94.09,81.61,80.1395,B
S3474,83.36,95.28,63.33,52.96,86.33,80.8885,B
S3475,45.21,54.93,93.56,61.35,91.2,69.308,D
S3476,41.3,54.38,82.7,67.56,68.08,62.895,D
S3477,75.64,70.79,64.49,87.54,55.41,66.469,D
S3478,91.79,85.05,99.36,78.01,96.65,89.791,B
S3479,75.07,66.83,97.51,97.73,96.93,81.7165,B
S3480,52.79,78.03,78.72,61.39,72.09,71.45,C
S3481,45.43,67.15,92.16,93.61,60.86,66.265,D
S3482,81.98,76.62,63.07,64.15,94.62,79.0635,C
S3483,83.31,89.34,70.8,62.27,85.42,81.2945,B
S3484,50.35,50.83,59.2,74.92,50.41,54.455,F
S3485,41.69,81.72,76.01,53.56,55.39,61.743,D
S3486,64.5,87.25,74.8,69.22,99.16,84.2675,B
S3487,74.96,66.83,60.64,67.78,51.91,60.7885,D
S3488,82.36,59.39,83.64,58.01,64.13,69.5325,D
S3489,88.6,40.81,55.89,93.04,77.42,65.186,D
S3490,76.63,87.83,53.08,69.29,59.22,68.054,D
S3491,46.65,59.68,69.25,99.1,61.6,61.385,D
S3492,80.95,61.44,70.49,94.99,67.65,67.88,D
S3493,99.05,60.16,65.99,59.74,63.48,66.114,D
S3494,94.34,69.92,62.9,75.26,90.17,76.078,C
S3495,92.3,82.15,66.94,80.09,75.01,79.8655,C
S3496,58.13,86.31,58.17,90.95,63.93,71.1065,C
S3497,85.05,63.55,70.17,94.28,65.65,68.3135,D
S3498,91.07,79.79,95.23,81.2,51.99,72.7295,C
S3499,80.7,83.24,61.22,51.76,52.47,66.365,D
S3500,55.03,57.82,84.22,74.06,85.9,70.5135,C
S3501,97.23,45.8,57.09,94.24,55.65,64.877,D
S3502,67.05,93.68,67.7,85.7,73.79,76.8645,C
S3503,47.79,80.63,66.06,93.51,92.12,77.492,C
S3504,46.59,78.89,96.85,83.7,68.42,73.1195,C
S3505,78.85,43.53,71.4,52.2,67.29,62.017,D
S3506,66.26,89.07,84.52,98.4,93.65,83.9695,B
S3507,45.67,73.96,80.12,95.9,93.24,76.7855,C
S3508,84.42,90.87,57.05,56.33,94.01,78.029,C
S3509,87.96,98.47,96.98,55.63,78.6,84.4415,B
S3510,83.52,97.43,67.29,76.95,97.62,86.255,B
S3511,52.14,91.37,52.24,87.85,90.95,78.3745,C
S3512,81.39,40.66,65.02,69.11,70.78,61.3015,D
S3513,40.64,93.14,66.78,56.82,81.48,71.709,C
S3514,58.31,44.5,54.64,75.53,56.09,53.3525,F
S3515,63.93,91.07,81,66.88,77.57,77.536,C
S3516,90.11,56.81,67.34,67.59,63.16,67.767,D
S3517,63.42,76.6,81.46,82.25,64.18,72.186,C
S3518,40.68,42.28,50.34,94.28,56.29,55.258,F
S3519,61.14,86.27,99.1,77.93,67.91,78.6295,C
S3520,69.94,46.7,58.53,84.38,74.07,65.4645,D
S3521,96.94,64.64,82.97,83,80.02,76.8875,C
S3522,96.46,89.05,85.79,77.56,65.24,78.023,C
S3523,50.85,81.72,58.58,65.54,89.61,72.5215,C
S3524,51.11,40.36,55.59,68.89,76.05,60.769,D
S3525,49.8,64.18,57.63,65.79,81.9,65.3735,D
S3526,87.34,42.52,62.34,95.87,63.91,62.837,D
S3527,40.36,80.41,58.41,91.33,90.71,75.984,C
S3528,47.63,98.14,83.7,78.97,81.21,78.4245,C
S3529,72.28,79.32,71.04,95.61,93.12,82.28,B
S3530,54.85,53.46,76.89,94.32,58,63.898,D
S3531,45.54,61.31,52.37,96.38,69.03,64.576,D
S3532,61.59,98.6,93.06,61.09,55.65,74.7565,C
S3533,56.45,53.44,58.53,85.88,60.78,61.609,D
S3534,70.67,73.69,68.01,80.46,69.73,71.5295,C
S3535,98.75,64.03,53.6,86.69,94.73,77.968,C
S3536,47.46,86.1,56.84,63.17,77.85,70.177,C
S3537,62.36,92.04,83.29,84.74,66.52,77.4725,C
S3538,95.92,60.45,84.63,70.49,87.34,77.201,C
S3539,92.61,79.62,83.85,91.7,50.98,72.323,C
S3540,63.66,72.94,77.61,89.77,68.5,70.6725,C
S3541,81.94,56.71,97.63,60.57,80.04,73.937,C
S3542,45.27,56.32,75.36,59.19,79.16,62.1015,D
S3543,82.75,72.32,72.47,85.89,80.38,77.961,C
S3544,98.37,49.24,62.38,77.52,60.58,63.0435,D
S3545,72.25,88.65,54.94,77.86,66.85,69.747,D
S3546,69.91,44.14,77.41,87.63,96.58,71.86,C
S3547,51.24,45.67,65.74,92.75,98.7,70.7345,C
S3548,78.03,60.53,76.2,61.95,65.6,65.572,D
S3549,75.43,47.09,60.31,77.78,82.23,66.4205,D
S3550,79.12,68.54,91.91,91.45,62.06,75.2125,C
S3551,41.56,63.98,99.98,93.64,68.43,71.354,C
S3552,72.92,83.31,66.12,64.37,89.62,79.2665,C
S3553,75.7,97.18,92.12,55.21,75.06,80.397,B
S3554,52.45,85.21,93.65,61.64,92.48,81.4555,B
S3555,52.5,50.77,99.8,97.27,81.44,73.5915,C
S3556,56.57,96.13,67.14,73.12,81.45,79.101,C
S3557,82.7,63.53,87.8,70.93,51.69,64.3775,D
S3558,76.38,68.45,61.44,50.65,87.48,69.2395,D
S3559,90.75,65.29,81.24,52.55,98.89,77.918,C
S3560,57.74,56.83,85.24,83.43,73.65,70.7375,C
S3561,94.72,93.7,87.06,79.49,57.93,79.05,C
S3562,84.62,59.93,60.36,78.78,98.85,76.3925,C
S3563,63.7,74.72,92.44,55.52,64.51,69.571,D
S3564,45.72,54.4,71.05,67.6,70.46,63.1635,D
S3565,55.42,87.84,60.82,90.62,53.87,69.264,D
S3566,97.41,86.45,77.13,58.75,55.54,73.9805,C
S3567,58.62,57.78,93.17,94.13,60.83,68.6755,D
S3568,59.79,80.89,98.35,56.07,77.42,74.3765,C
S3569,51.38,82.23,87.41,58.46,77.89,72.924,C
S3570,88.41,73.75,50.28,73.89,80.31,75.148,C
S3571,56.54,76.04,56.74,97.26,79.19,73.415,C
S3572,59.82,74.47,53.81,66.48,74.76,68.158,D
S3573,64.86,44.91,55.06,82.91,90.1,64.8615,D
S3574,66.02,80.22,69.15,79.43,96.69,77.4805,C
S3575,64.68,68.19,66.92,57.48,63.49,62.2325,D
S3576,70.22,66.31,55.68,62.41,56.51,61.5615,D
S3577,88.87,91.6,94.11,96.51,71.25,84.053,B
S3578,89.16,41.39,80.77,59.24,51.32,61.872,D
S3579,87.9,55.08,89.82,84.75,94.17,80.629,B
S3580,46.07,47.28,68.58,98.23,61.99,58.9075,F
S3581,87.98,42.12,70.51,55.98,77.46,63.9445,D
S3582,47.22,56.54,65.88,69.96,55.75,59.071,F
S3583,47.48,99.31,71.92,61.2,77.66,74.4555,C
S3584,96.87,56.21,80.52,61.08,51.95,65.619,D
S3585,89.16,79.82,74.65,55.95,88.44,79.4785,C
S3586,73.14,47.1,91.9,82.48,97.77,74.645,C
S3587,92.5,76.11,95.01,87.32,65.35,75.776,C
S3588,99.36,99.07,73.48,83.84,62.91,79.8355,C
S3589,76.64,57.51,61.99,96.23,72.4,68.325,D
S3590,76.77,90.88,97.26,57.28,81,82.2225,B
S3591,85.27,99.85,86.75,65.99,59.45,78.3595,C
S3592,53.93,75.31,82.01,67.23,90.17,77.8375,C
S3593,50.03,58.56,87.27,61.6,59.93,63.664,D
S3594,85.57,80.41,53.8,57.11,50.27,64.285,D
S3595,60.69,90.69,53.38,74.34,76.21,72.58,C
S3596,48.1,50.28,57.66,91.72,55.76,57.704,F
S3597,58.89,67.15,57.37,97.73,84.91,70.0425,C
S3598,61.52,59.15,71.03,56.47,58.37,62.828,D
S3599,97.91,57,57.87,91.16,90.87,76.589,C
S3600,81.88,91.65,92.73,91.23,73.52,84.833,B
S3601,71.85,65.3,78.9,69.45,78.31,74.2105,C
S3602,98.13,60.34,68.41,55.5,59.33,66.325,D
S3603,94.19,76.21,53.48,99.5,57.33,68.867,D
S3604,70.72,53.16,79.55,82.78,81.56,71.4415,C
S3605,94.34,53.79,55.83,99.11,62.77,67.705,D
S3606,64.26,71.22,87.16,74.18,69.3,72.671,C
S3607,53.83,64.56,90.14,69.76,73.97,67.1425,D
S3608,53.96,57.7,77.2,62.36,61.48,61.109,D
S3609,79.74,43.24,57.48,99.18,89.77,72.857,C
S3610,70.06,71.25,89.34,62.66,96.97,82.0345,B
S3611,79.54,89,65.39,51.19,71.59,71.5405,C
S3612,81.16,91.08,61.13,75.62,95.88,84.7945,B
S3613,41.34,54.13,73.53,68.85,94.13,66.617,D
S3614,43.24,75.98,96.13,63.07,58.3,67.9025,D
S3615,71.96,91.35,64.87,81.73,58.67,70.521,C
S3616,51.46,64.52,95.28,68.21,73.87,71.923,C
S3617,77.95,95.93,52.68,70.11,76.29,76.95,C
S3618,73.13,94.18,54.18,51.15,67.06,69.8695,D
S3619,75.15,52.49,84.93,79.45,65.65,66.1795,D
S3620,58.15,55.54,59.53,56.1,71.57,59.793,F
S3621,78.39,50.83,65.83,60.69,84.52,69.1705,D
S3622,89.77,51.76,56.82,85.86,54.22,64.2605,D
S3623,99.88,94.47,66.61,65.66,85.53,84.591,B
S3624,90.31,95.87,64.02,58.16,96.31,86.001,B
S3625,73.45,43.11,86.82,78.87,88.18,73.064,C
S3626,51.61,75.62,85.1,60.75,59.58,68.2555,D
S3627,80.89,73.85,97.75,63.55,54.37,71.7145,C
S3628,96.26,63.43,86.22,81.07,74.52,74.7425,C
S3629,52.71,77.9,84.74,86.99,97.82,82.0975,B
S3630,55.36,96.84,84.71,86.98,90.95,82.8135,B
S3631,48.94,50.22,94.15,74.11,78.14,69.8515,D
S3632,84.2,47.22,64.81,72.71,57.15,60.4575,D
S3633,64.39,42,65,89.38,85.69,66.0185,D
S3634,43.76,61.83,87.06,59.65,90.65,69.4355,D
S3635,92.5,60.26,61.44,57.61,96.75,76.237,C
S3636,73.46,65.85,95.6,83.23,80.61,74.8725,C
S3637,59.87,70.2,76.74,70.48,75.72,72.5755,C
S3638,60.64,85.47,65.01,85.5,80.96,74.523,C
S3639,57.42,63.53,88.8,62.83,97.16,74.7215,C
S3640,67.33,59.84,65.62,66.24,81.41,66.1795,D
S3641,60.22,89.61,98.16,94.83,62.88,75.7365,C
S3642,72.88,90.99,99.15,71.08,81.81,82.298,B
S3643,86.41,53.97,83.34,79.55,93.99,76.957,C
S3644,80.47,58.88,55.68,55.33,78.35,65.5455,D
S3645,57.67,89.51,63.16,58.94,75.13,69.14,D
S3646,71.72,44.76,75.77,51.79,86.67,65.9985,D
S3647,90.41,59.55,92.57,71.22,83.05,78.2615,C
S3648,44.09,66.9,59.24,99.45,52.83,60.2135,D
S3649,44.7,51.22,55.22,93.69,86.27,64.498,D
S3650,73.37,50.79,53.72,81.65,70.38,62.565,D
S3651,78.35,65.49,75.35,93.05,97.04,80.6145,B
S3652,52.68,85.27,94.24,79.71,98.54,82.3985,B
S3653,84.71,90.41,52.12,68.44,72.44,74.858,C
S3654,78.78,98.75,60.62,58.68,98.44,85.9425,B
S3655,95.4,44.44,84.66,82.65,65.54,66.251,D
S3656,50.14,53,91.29,59.65,84.13,66.5135,D
S3657,85.08,85.4,90.37,70.87,53.75,71.7745,C
S3658,45.02,72.44,89.25,91.29,57.25,66.7895,D
S3659,73.92,59.66,56.49,56.46,93.23,68.2965,D
S3660,73.11,52.34,69.86,56.45,94.69,70.9725,C
S3661,63.3,56.83,99.24,61.22,76.63,72.3445,C
S3662,90.67,65.76,99.44,77.6,66.99,72.8735,C
S3663,40.26,50.63,80.12,62.59,72.55,60.5635,D
S3664,71.21,97.85,85.46,75.16,93.48,87.328,B
S3665,53.03,46.46,97.56,65.1,60.55,59.6485,F
S3666,84.61,99.13,72.5,75.31,64.74,75.692,C
S3667,42.58,90.51,56.84,63.88,89.27,73.8645,C
S3668,89.89,65.39,83.45,99,96.76,81.3265,B
S3669,90.29,84.39,98.01,74.64,54.65,77.2115,C
S3670,89.97,80.29,84.86,87.18,90.19,82.407,B
S3671,49.15,52.8,90.17,85.03,82.25,69.896,D
S3672,77.82,60.34,71.14,74.53,61.54,67.044,D
S3673,40.86,70.79,54.82,61.94,87.79,65.7905,D
S3674,90.88,78.27,58.44,75.54,86.4,75.9595,C
S3675,83.38,72.57,99.13,84.05,57.1,71.934,C
S3676,71.87,68.38,74.66,73,75.11,73.1825,C
S3677,83.84,66.59,50.6,54.1,87.91,72.1265,C
S3678,45.66,69.9,97.77,50.9,59.58,62.9435,D
S3679,71.72,66.06,74.89,66.39,73.14,70.6675,C
S3680,57.48,72.48,91.81,57.51,56.04,66.6215,D
S3681,98.36,93.28,77.42,95.31,65.34,83.81,B
S3682,91.43,77.97,55.09,58.79,60.9,67.5795,D
S3683,84,83.36,80.78,69.71,75.25,79.428,C
S3684,96.02,75.85,99.87,85.6,57.06,76.254,C
S3685,60.81,78.58,51.74,90.77,69.16,70.8425,C
S3686,94.05,74.7,92.09,73.89,63.76,73.573,C
S3687,59.51,41.61,61.77,59.06,87.3,61.5655,D
S3688,83.97,99.98,69.69,63.54,84.98,84.142,B
S3689,84.19,42.02,68.64,70.95,54.75,61.0445,D
S3690,41.1,63.71,94.94,68.23,97.67,73.9825,C
S3691,61.66,46.31,75.22,67.43,87.23,68.0065,D
S3692,41.17,45.82,72.36,56.59,80.8,60.2985,D
S3693,99.83,87.61,90.9,95.67,73.89,82.296,B
S3694,47.33,65.56,52.45,51.49,58.9,54.306,F
S3695,72.57,88.07,54.32,72,98.1,77.951,C
S3696,87.43,56.37,51.08,99.02,50.39,62.858,D
S3697,52.08,55.39,84.4,82.99,84.62,69.3995,D
S3698,69.1,55.07,76.28,67.77,75.37,65.6825,D
S3699,76.45,76.97,93.8,57.3,95.13,83.754,B
S3700,49.61,88.9,74.93,98.19,69.03,72.039,C
S3701,86.71,67.14,61.09,50.7,75.93,70.174,C
S3702,57.96,62.75,90.26,84.07,87.12,76.9335,C
S3703,52.66,98.41,64.72,94.01,52.38,68.1445,D
S3704,73.5,47.01,96.78,51.26,52.72,59.3115,F
S3705,64.62,69.2,62.52,86.26,60.58,66.041,D
S3706,95.22,64.51,58.39,99.94,57.32,68.899,D
S3707,92.8,45.89,74.67,81.98,50.32,62.492,D
S3708,69,56.09,52.53,70.73,81.15,66.445,D
S3709,61.56,41.71,51.82,93.72,89.8,68.4965,D
S3710,59.53,92.62,74.8,77.71,97.86,80.7035,B
S3711,56.05,76.47,60.76,87.47,72.05,70.801,C
S3712,72.67,88.9,50.47,79.39,63.99,68.997,D
S3713,88.3,71.29,64.8,51.91,93.2,75.8085,C
S3714,58.65,75.97,73.87,60.66,92.22,73.0475,C
S3715,51.41,82.05,69.71,53.94,81.24,70.6765,C
S3716,68.53,94.48,56.77,55.33,63.66,71.066,C
S3717,44.14,45.51,78.98,50.77,95.43,64.0465,D
S3718,82.08,59.86,85.52,71.06,58.92,66.267,D
S3719,71.1,82.54,83.78,58.93,52.18,67.279,D
S3720,69.78,97.5,69.69,92.78,89.83,82.0425,B
S3721,58.03,98.85,56.88,87.5,78.18,77.963,C
S3722,94.28,78.29,74.97,78.66,62.32,75.457,C
S3723,45.43,51.62,94.52,74.45,83.54,70.5845,C
S3724,92.19,47.15,73.44,62.79,88.34,72.333,C
S3725,62.6,96.76,59.78,73.75,92.23,80.126,B
S3726,92.84,66.04,54.65,82.06,64.11,67.3875,D
S3727,83.73,51.69,97.2,89.11,51.28,67.632,D
S3728,46.25,96.03,87.15,54.08,75.5,74.3005,C
S3729,89.89,46.27,65.65,85.42,92.8,76.1355,C
S3730,80.93,83.77,64.77,87.14,60.39,74.4685,C
S3731,41.94,77.52,94.76,77.95,71.06,73.523,C
S3732,48.02,45.26,58.88,60.72,62.82,54.068,F
S3733,78.14,60.32,76.75,76.96,50.67,63.0505,D
S3734,79.76,49,85.68,75.14,94.93,77.324,C
S3735,84.8,76.27,69.82,73.79,56.75,70.3095,C
S3736,83.21,68.63,52,73.03,88.34,74.764,C
S3737,79.57,40.26,61.39,55.54,67.33,58.362,F
S3738,85.97,98.54,95.09,59.14,63.88,81.037,B
S3739,74.51,60.98,76.16,54.87,97.05,75.3425,C
S3740,55.65,55.49,90.77,62.12,82.86,69.1405,D
S3741,94.74,53.35,77.78,63.17,84.35,75.1625,C
S3742,41.09,49.53,97.18,62.25,87.98,67.712,D
S3743,61.99,99.95,95.46,60.55,67.05,78.045,C
S3744,83.73,57.71,74.14,86.77,78.18,72.569,C
S3745,65.63,64.33,65.91,90.93,63.51,66.9245,D
S3746,41.49,92.28,80.08,66.36,91.73,75.6655,C
S3747,43.96,78.51,83.74,65.26,79.97,71.6045,C
S3748,78.92,62.12,74.92,92.2,62.17,69.257,D
S3749,97.89,93.9,91.11,81.2,94.99,90.907,A
S3750,73.11,84.98,59.17,64.67,79.04,75.501,C
S3751,70.41,53.67,66.72,85.68,74.75,66.535,D
S3752,59.1,78.62,84.32,67.23,51.72,67.827,D
S3753,55.4,95.34,62.33,79.33,95.49,80.0895,B
S3754,41.26,69.79,71.99,99.63,97.61,77.156,C
S3755,56.38,84.02,98.19,65.08,78.13,74.5725,C
S3756,66.95,98.27,81.29,96.53,72.13,79.0955,C
S3757,51.88,81.42,97.45,66.03,67.98,73.5565,C
S3758,45.24,46.15,86.12,77.01,63.4,58.0225,F
S3759,83.06,54.67,86.23,73,78.73,74.825,C
S3760,93.68,75.71,79.59,89.16,56.4,71.709,C
S3761,96.21,56.53,57.11,53.05,95.96,75.7285,C
S3762,77.08,97.45,75.99,81.36,58.8,75.679,C
S3763,43.17,64.32,62.63,88.03,87.28,69.762,D
S3764,84.45,67.43,99.93,73.61,65.34,71.8975,C
S3765,46.61,82.1,63.35,55.26,61.3,62.76,D
S3766,80.18,71.45,61.53,62.24,77.89,69.49,D
S3767,86.76,62.93,81.19,83.98,88.26,78.431,C
S3768,83.55,44.6,75.55,94.77,86.34,73.149,C
S3769,97.11,75.79,51.07,71.08,61.69,70.3395,C
S3770,84.29,92.05,56.48,78.02,66.53,76.279,C
S3771,81.59,81.15,90.55,61.42,93.44,82.6225,B
S3772,55.7,62.89,74.18,70.61,86.16,69.2785,D
S3773,95.49,47.66,57.3,66.84,85.63,68.8765,D
S3774,50.77,88.98,73.26,82.78,63.45,72.3975,C
S3775,94.29,96.5,62.66,99.23,89.6,85.2005,B
S3776,58.76,63.3,61.18,90.67,67.92,66.394,D
S3777,47.81,83.72,97.89,59.61,70.07,69.832,D
S3778,89.6,64.65,68.1,78.88,64.38,68.2495,D
S3779,40.15,70.14,52.32,53.32,56.07,56.5135,F
S3780,89.93,90.19,98.52,62.35,71.02,80.636,B
S3781,55.74,45.01,89.74,58.61,50.85,56.6605,F
S3782,93.08,71.82,62.72,66.78,72.8,73.148,C
S3783,81.49,52.88,70.44,83.94,86.25,71.4535,C
S3784,79.97,60.39,93.11,74.97,98.04,79.3735,C
S3785,61.92,78.67,67.87,96.65,53.93,68.4,D
S3786,43.56,41.63,78.37,60.64,64.06,56.669,F
S3787,89.8,75.63,76.74,68.21,74.71,73.1975,C
S3788,50.25,57.01,70.06,66.49,58.52,59.854,F
S3789,62.34,80.17,81.98,61.8,55.84,67.7225,D
S3790,76.02,48.49,73.66,99.66,72.62,66.7215,D
S3791,68.94,84.15,51.06,69.36,79.04,73.4255,C
S3792,51.92,78.74,90.72,97.03,91.01,80.697,B
S3793,48.44,98.27,55.66,69.52,99.89,78.1265,C
S3794,47.39,94.67,73.2,60.2,88.71,77.184,C
S3795,91.78,57,79,55.96,61.07,66.759,D
S3796,41.89,41.64,85.28,92.78,87.4,69.5835,D
S3797,98.62,79.32,70.54,51.6,76.86,77.132,C
S3798,51.91,76.17,86.78,98.22,72.54,72.94,C
S3799,46.62,41.65,56.57,70.91,96.79,62.609,D
S3800,74.62,47.36,82.67,62.37,85.1,71.4655,C
S3801,44.8,75.08,91.32,80.87,84.08,76.729,C
S3802,76.15,94.71,94.47,56.65,50.59,70.9875,C
S3803,91.04,94.39,78.98,53.61,93.25,82.7465,B
S3804,42.87,49.09,65.64,91.39,89.67,68.149,D
S3805,87.99,63.07,58.17,71.23,64.95,67.9145,D
S3806,63.67,42.59,67.28,75.91,64.61,58.149,F
S3807,49.57,68.16,77,58.83,52.67,61.0495,D
S3808,50.57,85.19,59.82,53.07,52.54,60.32,D
S3809,95.13,87.4,97.63,68.39,83.43,83.937,B
S3810,46.64,69.94,94.86,75.31,59.31,65.659,D
S3811,92.01,45.75,51.65,88.27,96.18,73.2675,C
