Student_ID,Attendance (%),Study_Hours_per_Week,Sleep_Hours_per_Night,Extracurricular_Activities
S2498,99.64,17.3,7.5,No
S2499,97.96,5.9,8.6,Yes
S2500,50.3,22,8.7,Yes
S2501,52.39,29.9,5.6,Yes
S2502,57.38,25.2,7.2,No
S2503,67.44,20.9,6.7,No
S2504,91.5,16.7,7,No
S2505,94.63,10.6,7.1,No
S2506,59.34,22.3,4.3,Yes
S2507,80.98,9.4,8.5,No
S2508,95.87,27.2,4.7,No
S2509,73.19,13.8,6.1,Yes
S2510,55.18,15,5.5,Yes
S2511,72.89,10.4,6.8,No
S2512,68.79,17,8.8,No
S2513,78.88,22,6.1,Yes
S2514,71.93,12.6,7,Yes
S2515,50.87,22.5,4.7,No
S2516,99.7,20.5,6.3,No
S2517,77.18,14.3,8.6,No
S2518,73.68,12.8,8.7,Yes
S2519,97.73,26.5,6.7,Yes
S2520,57.79,5.3,7.8,No
S2521,59.46,22.9,4,Yes
S2522,90.4,15.4,6.7,Yes
S2523,63.04,22.9,7.7,No
S2524,89.96,17.7,5.6,Yes
S2525,63.58,7.1,8.5,Yes
S2526,51.66,29.6,7.9,No
S2527,75.85,7.2,7.8,No
S2528,59.83,9,4.1,No
S2529,87.89,15.5,4.9,Yes
S2530,82.06,28.6,7.6,Yes
S2531,96.18,12.3,6.8,Yes
S2532,89.15,19.2,6.9,No
S2533,59.04,18,4.1,No
S2534,90.01,13.3,6.2,Yes
S2535,82.09,22.4,7.9,Yes
S2536,83.45,17.5,7.3,No
S2537,91.61,19.5,6.9,No
S2538,78.69,10.3,7.5,No
S2539,73.3,28.2,8.3,No
S2540,81.83,7.8,8.2,Yes
S2541,64.9,22.3,6.3,No
S2542,59.13,27.1,5.5,Yes
S2543,80.83,7.1,5.8,Yes
S2544,61.69,5.7,6.6,No
S2545,54,13.3,4.4,Yes
S2546,50.03,24.7,7,No
S2547,80.42,22.9,6.3,No
S2548,68.11,25.6,7.8,No
S2549,87.62,14.9,5.4,Yes
S2550,68.76,29.8,4.3,No
S2551,74.3,14.2,8.5,Yes
S2552,70.35,25.1,4.3,Yes
S2553,82.53,13.8,8.6,No
S2554,67.81,10.5,6.5,Yes
S2555,98.19,13.4,4.3,No
S2556,96.81,9.8,4.6,No
S2557,92.4,8.2,6.7,Yes
S2558,96.02,14.1,4.1,Yes
S2559,72.46,8.7,8.6,Yes
S2560,76.82,17.6,8,No
S2561,87.1,5.9,6.5,No
S2562,84.81,15.8,8.6,No
S2563,94.53,29,5.3,Yes
S2564,85.82,14,8.3,No
S2565,99.89,8.4,8,Yes
S2566,67.43,12.6,6.9,Yes
S2567,91.65,24.8,5.6,No
S2568,84.88,12.8,6.8,No
S2569,84.57,14.6,8.8,No
S2570,66.29,24.7,4.4,Yes
S2571,89.28,11.5,5,Yes
S2572,95.02,17,7.2,No
S2573,60.93,6.6,7.4,Yes
S2574,81.27,9.4,4.8,Yes
S2575,69.61,10.2,8,No
S2576,99.48,16.6,8.6,No
S2577,73.94,25.5,4.4,Yes
S2578,61.42,13.9,8.9,No
S2579,69.09,14.5,5.4,Yes
S2580,82.69,12.5,5.5,No
S2581,53.8,13,4.2,No
S2582,80.18,15.1,6.5,No
S2583,96.56,27.5,8.8,No
S2584,92.52,5.6,4.8,Yes
S2585,53.38,20.6,6.9,No
S2586,99.67,27.2,5.4,No
S2587,84.94,15.4,4.1,Yes
S2588,58.11,21.3,8.9,No
S2589,50.62,19.6,7.6,Yes
S2590,58.56,13.5,7.7,Yes
S2591,91.91,8.4,7.3,No
S2592,51.08,10.5,4.7,Yes
S2593,61.66,6.4,5,Yes
S2594,87.87,24.1,5.9,No
S2595,79.31,18.3,9,No
S2596,89.14,24.6,7.4,Yes
S2597,87.31,12.3,6.2,Yes
S2598,52.53,25.1,6.4,Yes
S2599,94.63,12.7,8.6,No
S2600,61.35,8,5,Yes
S2601,77.67,18.3,5.6,No
S2602,82.21,28.6,5.9,No
S2603,58.43,15.4,8.5,Yes
S2604,98.81,17.9,7.9,No
S2605,74.41,16.3,7,Yes
S2606,52.88,16.4,5.6,Yes
S2607,96.86,10.4,5,No
S2608,79.31,15.6,5.7,Yes
S2609,84.96,17.4,8.6,No
S2610,76.26,23.6,8.6,No
S2611,91.74,8.5,6.1,Yes
S2612,51.66,19.3,5.6,Yes
S2613,63.42,21.6,8.4,No
S2614,73.48,14.6,6.2,No
S2615,53.83,18.7,4.2,Yes
S2616,85.3,22.8,5.7,No
S2617,69.68,16.6,7,No
S2618,63.63,13.3,8.7,No
S2619,50.17,25.6,6.1,Yes
S2620,85.99,29.7,5.2,No
S2621,91.69,10.4,5.9,Yes
S2622,69.75,27.2,4.3,Yes
S2623,78.21,18.6,8.5,Yes
S2624,61.38,16.2,4.2,No
S2625,81.11,27.3,4,No
S2626,50.61,27.8,7.1,No
S2627,74.43,11.8,4.8,Yes
S2628,82.21,14,5.5,No
S2629,95.91,26.3,6.5,Yes
S2630,69.07,17.3,8,No
S2631,88.26,12.2,5.9,No
S2632,79.88,29.1,8.8,Yes
S2633,96.35,10.4,6.3,No
S2634,69.92,20.3,8.6,Yes
S2635,65.95,15.7,6.3,No
S2636,94.36,16.3,6.6,Yes
S2637,52.46,7.6,8.8,No
S2638,56.82,11.4,7.4,No
S2639,54.12,9.2,4.7,Yes
S2640,92.16,23.7,7,No
S2641,50.53,22.4,5.1,Yes
S2642,93.08,24.9,5.5,No
S2643,72.56,22.5,8.2,Yes
S2644,50.2,8.2,7.4,No
S2645,70.08,29.5,5.4,No
S2646,59.34,9.7,4,No
S2647,81.22,13.8,6.7,No
S2648,83.97,22.7,5.3,No
S2649,74.38,8.5,4.1,No
S2650,52.03,9.3,4.3,Yes
S2651,82.81,26.9,7.4,No
S2652,92.1,13.3,6.1,No
S2653,86.02,21.6,5.3,No
S2654,91.5,26.5,8.4,Yes
S2655,60.03,29.3,8.1,No
S2656,94.44,10.3,6.3,Yes
S2657,66.11,8.1,5.4,Yes
S2658,50.67,23.5,6.5,Yes
S2659,92.17,9.7,7.8,Yes
S2660,97.09,19.5,4.1,Yes
S2661,82.78,18.3,7.1,No
S2662,61.57,19,7.6,No
S2663,62.59,21.2,8.1,Yes
S2664,73.33,26.3,5.1,No
S2665,94.89,11.8,5,No
S2666,57.48,18.9,5.1,No
S2667,91.3,13.4,8.7,No
S2668,64.57,13,4.7,No
S2669,90.43,5.5,7.8,Yes
S2670,96.01,20,8.9,Yes
S2671,71.37,29.3,8.7,Yes
S2672,68.25,24,6,Yes
S2673,90.11,11.1,8.2,No
S2674,76.47,22.9,7.4,No
S2675,84.22,12.4,8.3,Yes
S2676,81.14,23.8,4.8,Yes
S2677,57.64,26.4,7.8,No
S2678,92.24,13.4,6.9,Yes
S2679,59.79,5.1,6.7,No
S2680,96.61,12.6,7.6,Yes
S2681,62.53,10.1,5.4,No
S2682,86.69,20.5,4.4,No
S2683,64.23,12.3,6.5,Yes
S2684,65.89,5.9,5.5,Yes
S2685,65.5,18.3,5.3,No
S2686,87.39,26.9,9,Yes
S2687,77.84,16.3,5,Yes
S2688,94.15,14.4,5.2,No
S2689,65.37,9.5,5.7,Yes
S2690,84.6,14.7,6.5,Yes
S2691,87.65,13.3,8.3,No
S2692,57.57,29.9,4.9,Yes
S2693,70.03,5.8,7.1,No
S2694,74.14,11,5.8,No
S2695,67.78,6.7,8,No
S2696,66.11,26.4,7,No
S2697,84.32,15.4,8,No
S2698,60.79,24.9,8.3,Yes
S2699,85.47,22.3,8.6,No
S2700,96.75,28.2,9,Yes
S2701,78.26,5.6,7.1,No
S2702,80.57,10.2,7.2,No
S2703,53.45,22.6,4.7,No
S2704,93.22,19.6,4.5,Yes
S2705,64.27,22.4,6.4,No
S2706,80.75,19.4,7.5,Yes
S2707,98.96,19.5,5.2,Yes
S2708,79.78,28.3,5.6,No
S2709,86.24,28,7.5,Yes
S2710,72.27,5.9,5.1,No
S2711,53.02,15.3,6.6,Yes
S2712,89.88,17.8,6.7,No
S2713,51.75,13.9,8.6,No
S2714,85.03,6.2,6,Yes
S2715,51.15,16.8,5.1,No
S2716,93.12,29.4,4.9,No
S2717,57.88,6.8,5.5,Yes
S2718,75.71,25.4,5.4,No
S2719,79.86,9.9,7.8,No
S2720,72.88,19.4,7,No
S2721,67.04,14.7,7.4,No
S2722,73.39,13.7,7.2,No
S2723,65.57,26.8,6.4,No
S2724,71.91,29.3,8.6,Yes
S2725,67.95,14.7,8.1,No
S2726,78.31,21,5.1,Yes
S2727,61.9,18.9,6.1,Yes
S2728,99.43,6.9,5.4,No
S2729,75.04,6,7.7,No
S2730,59.71,24.3,5.7,No
S2731,73.85,14.9,7.2,No
S2732,93.32,12.7,5.5,Yes
S2733,51.09,29.6,4.9,Yes
S2734,83.98,7.1,4,Yes
S2735,77.4,11.7,9,No
S2736,58.48,26.4,5.1,Yes
S2737,90.87,15.4,8.2,No
S2738,68.44,19.6,8.1,No
S2739,64.69,6.2,5.2,No
S2740,91.41,28,6.1,No
S2741,81.93,8.4,8.2,Yes
S2742,94.91,10.3,7.4,No
S2743,81.49,8.9,5.8,Yes
S2744,87.04,17.4,8.7,No
S2745,91.82,25.4,5.7,No
S2746,52.74,11.7,5.1,No
S2747,88.8,8.6,4.7,No
S2748,80.69,15.2,7.5,Yes
S2749,53.48,29.5,4.1,Yes
S2750,75.43,5.3,8.2,Yes
S2751,54.12,17.6,5.5,Yes
S2752,86.8,21.7,5.8,No
S2753,77.33,25.2,8,Yes
S2754,97.68,23.7,8.1,No
S2755,59.16,6.9,6,Yes
S2756,80.3,16.5,6.8,Yes
S2757,60.58,7,7.4,Yes
S2758,80.7,20.5,7.4,Yes
S2759,86.13,6.9,6.7,Yes
S2760,86.12,6.2,8.2,Yes
S2761,90.75,12.7,8.2,No
S2762,92.68,28.5,8.2,Yes
S2763,53.86,22.7,5.3,No
S2764,67.16,5.1,5.3,Yes
S2765,84.36,12.1,4.7,No
S2766,74.93,5.4,8.1,No
S2767,59.53,12.4,4.3,Yes
S2768,77.64,22.1,4.7,No
S2769,70.37,24,8.6,Yes
S2770,69.5,25.1,4.6,Yes
S2771,90.49,27.7,4.6,No
S2772,70.38,14.1,8.5,No
S2773,51.32,26.6,5.6,Yes
S2774,52.9,23.2,8.4,No
S2775,92.81,18.4,5.9,Yes
S2776,98.03,28.9,5.9,No
S2777,84.42,28.7,4.7,No
S2778,68.22,27.4,8.6,Yes
S2779,96.93,10.1,7.8,No
S2780,83.14,10.2,5.1,Yes
S2781,92.22,27.5,7.6,Yes
S2782,88.29,14.9,4.5,Yes
S2783,68.96,24.9,6.6,Yes
S2784,73.94,22.2,5.3,Yes
S2785,59.31,24.1,8.3,No
S2786,64.6,5.7,6.6,Yes
S2787,88.91,15.7,8.6,Yes
S2788,94.7,26.4,6.9,No
S2789,86.22,17.2,6.5,No
S2790,73.26,22.3,7.5,No
S2791,54.33,23.9,7.9,Yes
S2792,52.85,8,4.1,No
S2793,68.72,8.9,6.6,No
S2794,73.19,23.1,7.9,Yes
S2795,80.46,6.4,6,Yes
S2796,50.32,13.5,4.2,No
S2797,99.49,28,4.1,No
S2798,68.2,19.4,8,No
S2799,92.4,27.8,5,No
S2800,76.75,12.7,4.9,Yes
S2801,56.52,20.9,5.4,No
S2802,89.88,12.2,4.5,No
S2803,85.49,7.8,4.3,Yes
S2804,76.37,29.8,8.4,Yes
S2805,75.73,9.4,5.5,No
S2806,54.37,9.7,6.9,No
S2807,82.79,26,8.3,No
S2808,95.56,25.1,8.9,Yes
S2809,54.66,29.4,7.4,Yes
S2810,63.18,6.8,8.8,No
S2811,95.12,7.4,6.1,Yes
S2812,64.22,16.2,7.9,No
S2813,82.7,19.8,8.7,No
S2814,76.74,6,4.3,No
S2815,79.82,9,5.6,Yes
S2816,70.79,22.6,7.7,No
S2817,65,21.7,5.6,Yes
S2818,52.43,7.2,4.1,Yes
S2819,87.21,28.3,8,Yes
S2820,87.3,11.4,4.8,No
S2821,83.54,27.2,5.6,Yes
S2822,82.18,28.1,8.6,No
S2823,62.19,17.3,5,Yes
S2824,51.12,15.3,8.5,No
S2825,90.44,12,6.1,Yes
S2826,74.56,25.2,8.6,Yes
S2827,65.34,9.9,8.4,Yes
S2828,55.1,20.6,6.1,Yes
S2829,53.14,19.2,8.6,No
S2830,67.44,11.2,7.2,Yes
S2831,90.24,29.6,6.4,No
S2832,95.94,26.2,6.7,Yes
S2833,94.84,5.5,4.3,No
S2834,96,15.6,8,No
S2835,95.39,14,5.5,Yes
S2836,76.36,27.1,5.4,Yes
S2837,60.97,11.6,7.6,Yes
S2838,89.9,30,5.9,No
S2839,60.69,10,6.6,No
S2840,63.36,11.1,6.1,Yes
S2841,61.66,21.7,6.5,Yes
S2842,75.75,9,5.1,No
S2843,66.09,27.2,8.4,No
S2844,57.71,7.7,7.1,Yes
S2845,72.66,29.6,5.2,Yes
S2846,93.7,26.9,4.5,Yes
S2847,78.53,26,6.7,No
S2848,93.92,15.2,6.3,No
S2849,59.79,17.8,8.7,No
S2850,58.35,16.4,5.2,Yes
S2851,78.78,29.7,8.4,No
S2852,73.17,5.9,7.8,Yes
S2853,83.01,14.5,6.4,Yes
S2854,89.73,29.2,8.4,Yes
S2855,87.57,14.2,8.3,Yes
S2856,97.11,15,7.6,No
S2857,69.91,20.8,4.5,No
S2858,60.32,27.7,4.8,Yes
S2859,77.55,12.4,7,No
S2860,55.54,28.7,5.2,No
S2861,64.44,12.1,6.8,Yes
S2862,60.39,25.4,6.8,No
S2863,69.83,11.9,6.9,No
S2864,55.56,6.8,6.8,No
S2865,51.59,25.3,5.9,Yes
S2866,82.84,16.3,5.1,Yes
S2867,80.51,14.8,6.6,No
S2868,85.42,15.7,6.5,Yes
S2869,83.02,20.3,5.4,No
S2870,55.71,11.6,4.3,Yes
S2871,64.55,10.9,5,No
S2872,56.48,17.1,6.8,Yes
S2873,92.15,5.9,6.7,No
S2874,87.35,21.1,4.7,Yes
S2875,60.08,25.6,7,Yes
S2876,67.07,23.2,6.1,Yes
S2877,98.33,16.7,7.3,No
S2878,79.71,19.1,8.4,No
S2879,90.06,5.7,5.5,Yes
S2880,63.23,27.8,5.7,No
S2881,60.5,19,7.4,No
S2882,89.2,12.9,8.7,Yes
S2883,84.29,12.3,6.4,No
S2884,84.05,21.5,4.8,Yes
S2885,77.63,19.6,8.7,No
S2886,78.18,9.7,6.3,No
S2887,86.78,15.2,6.3,Yes
S2888,63.5,21.9,6.7,No
S2889,67.64,12.4,5.3,Yes
S2890,93.58,17.7,7.9,No
S2891,65.44,11.4,7.2,No
S2892,77.32,6.8,8.8,No
S2893,85.13,14.7,5,No
S2894,100,23.3,7.1,Yes
S2895,71.76,10.3,6.6,Yes
S2896,71.4,23.9,8.5,No
S2897,92.13,21.7,4.2,No
S2898,90.28,17.7,7.8,Yes
S2899,86.55,29.3,7.1,No
S2900,73.16,27.1,7,Yes
S2901,66.2,19.1,8.4,Yes
S2902,80.44,18.9,6.9,No
S2903,93.81,11.9,7.6,Yes
S2904,94.19,28,7.2,No
S2905,55.42,27.4,4.3,Yes
S2906,71.42,23.6,4.6,No
S2907,73.24,8.2,5.7,No
S2908,98.88,22.6,7.4,Yes
S2909,83.9,11.3,4.1,Yes
S2910,70.36,9.7,7.9,Yes
S2911,51.3,24,5,Yes
S2912,78.27,29,6.8,No
S2913,54.8,7.7,5,No
S2914,91.72,9.1,4.9,Yes
S2915,87.63,10.5,5.7,Yes
S2916,73.03,29.1,8.6,No
S2917,71.46,22.4,5.2,No
S2918,94.87,22,4.2,Yes
S2919,64.42,17.6,8.4,No
S2920,62.45,18.4,6.2,Yes
S2921,96.96,12.3,7.1,No
S2922,90.46,8.9,8.4,No
S2923,91.03,24.5,7.8,No
S2924,59.76,16.8,8,No
S2925,57.16,11.4,6.4,No
S2926,51.3,20.8,7.4,No
S2927,61.85,10.2,8.8,No
S2928,88.71,17.2,8.4,Yes
S2929,62,9.8,7.1,No
S2930,86.46,24,4.4,No
S2931,62.6,13,8.9,Yes
S2932,69.76,16,5.1,Yes
S2933,99.16,23.9,5.8,Yes
S2934,62.24,21.5,4.7,No
S2935,68.82,15,4.8,Yes
S2936,65.05,6.8,8,No
S2937,55.48,28,4.6,Yes
S2938,74.49,5.2,4.9,Yes
S2939,68.93,23.4,4.9,No
S2940,84.74,28.6,5.9,Yes
S2941,90.88,12.7,7.5,No
S2942,77.21,6.9,7.2,No
S2943,51.61,11.2,7.6,No
S2944,80.95,12.8,7.6,No
S2945,52.77,16.3,4,No
S2946,80.82,18.1,7.4,Yes
S2947,84.25,23.1,7.4,Yes
S2948,59.89,27.5,4.3,Yes
S2949,90.97,16.6,6.1,Yes
S2950,95.55,23.7,4.4,Yes
S2951,90.65,8.2,5,No
S2952,65.26,13.2,6.4,No
S2953,79.33,8,4.1,No
S2954,95.74,22.3,4.5,No
S2955,66.03,27.7,4.4,No
S2956,91,27.2,4.6,Yes
S2957,50.47,13.2,4.2,No
S2958,50.18,10.9,7.1,No
S2959,87.99,11.9,4.9,No
S2960,88.07,12.2,8.3,No
S2961,89.45,7.1,8.4,Yes
S2962,96.5,8.3,7.5,Yes
S2963,55.9,10.4,4.3,Yes
S2964,61.6,5.2,8.5,No
S2965,95.19,6.2,6.1,Yes
S2966,58.86,22.5,4.9,No
S2967,84.11,20.5,7.9,No
S2968,76.52,28.6,5.7,Yes
S2969,54.16,15,6.5,No
S2970,64.26,16.1,7.7,No
S2971,76.02,6.7,4.5,Yes
S2972,92.62,8.8,4.8,Yes
S2973,85.38,22.3,8.8,Yes
S2974,81.09,10.9,7.6,Yes
S2975,74.8,24.3,5.2,Yes
S2976,64.93,22.6,6.9,Yes
S2977,55.96,23.7,4.9,Yes
S2978,70.45,22.3,8.3,Yes
S2979,51.43,22.7,6.2,No
S2980,60.55,18.7,8,No
S2981,71.62,22,8.9,Yes
S2982,70.93,18.2,8.9,Yes
S2983,52.21,10.2,4.7,No
S2984,79.45,10.4,8.7,Yes
S2985,77.48,15.1,5.4,Yes
S2986,53.91,5.3,5.8,No
S2987,97.16,27.2,4.3,Yes
S2988,54.97,11.7,7.2,No
S2989,92.74,6.3,7.2,No
S2990,50.02,15.6,7.9,No
S2991,94.11,25.4,8.7,No
S2992,50.99,14.9,6.1,Yes
S2993,87.89,11.6,6,No
S2994,68.08,18.6,7.2,Yes
S2995,86.91,19.4,7.3,Yes
S2996,70.09,24,6.2,No
S2997,53.55,25,8.6,Yes
S2998,88.38,22.7,4.3,No
S2999,53.56,5.1,7.8,No
S3000,96.11,5.1,5,No
S3001,52.55,29.4,6.5,Yes
S3002,73.97,11.6,8.3,No
S3003,86.15,12.1,5.6,No
S3004,69.66,23.3,8.5,Yes
S3005,60.86,19.5,6.3,No
S3006,87.95,16.6,7.5,No
S3007,89.21,7.9,7.6,Yes
S3008,96.13,7,5.3,Yes
S3009,68.81,22.6,8.5,No
S3010,75.31,8.1,4.6,Yes
S3011,68.16,15.9,7,No
S3012,62.85,23.4,8.6,Yes
S3013,87.55,28.1,4.2,No
S3014,66.98,26.8,6.7,Yes
S3015,71.41,26.6,5.2,No
S3016,70.18,14,5,Yes
S3017,85.63,28.2,5.2,Yes
S3018,95.89,22.1,8.5,No
S3019,83.34,27.2,6.1,No
S3020,73.58,7.2,5.2,No
S3021,88.96,6,8.6,No
S3022,82.05,15.7,5.6,Yes
S3023,53.03,25.7,7.6,No
S3024,54.78,15.2,6.7,Yes
S3025,51.9,27.1,7.4,Yes
S3026,72.84,10.9,4.9,Yes
S3027,91.29,6,7.4,No
S3028,65.65,24,8.5,No
S3029,69.21,20.7,4.5,No
S3030,95.47,16,5.6,No
S3031,91.85,26.1,8.9,Yes
S3032,83.25,25.6,5.1,No
S3033,63.34,13.1,4.3,Yes
S3034,55.85,25.9,4.3,Yes
S3035,50.8,13.6,5.4,Yes
S3036,55.35,20.5,6.5,Yes
S3037,64.63,9.8,5.3,Yes
S3038,77.59,11.6,5.4,Yes
S3039,53.2,16.2,8.2,No
S3040,56.81,12.9,7.8,Yes
S3041,59.05,8.2,5.6,Yes
S3042,81.6,17.1,5.7,No
S3043,80.79,17.8,8.8,Yes
S3044,77.54,9,8.8,Yes
S3045,62.53,9.4,8.9,No
S3046,68.56,5.7,8.7,Yes
S3047,54.83,5.8,7.1,No
S3048,61.32,14,5.5,No
S3049,94.89,8.7,8.8,Yes
S3050,98.98,28,7.7,No
S3051,82.38,10,7.6,No
S3052,95.84,6.6,8,Yes
S3053,82.14,15.1,7,No
S3054,51.66,9.8,6.9,No
S3055,99.84,6.5,5.8,Yes
S3056,54.95,23.8,4.8,No
S3057,84.13,18.9,6.2,Yes
S3058,62.64,6.4,6.6,Yes
S3059,69.6,16.7,8.4,Yes
S3060,82.3,6,6,Yes
S3061,71.82,13.9,8.4,No
S3062,62.53,14.1,5.6,Yes
S3063,66.72,25.6,8.7,Yes
S3064,67.08,23.4,4.2,No
S3065,97.97,27.4,6.6,Yes
S3066,89.93,8.5,5.6,Yes
S3067,72.93,18.3,5.5,Yes
S3068,59.99,5.5,4.4,Yes
S3069,90.55,25.6,7.4,Yes
S3070,57.86,14.2,6,Yes
S3071,60.52,6.7,8.7,Yes
S3072,68.3,13.1,7.6,Yes
S3073,94.02,12.2,6.2,No
S3074,56.59,24.2,7.1,No
S3075,56.11,8.2,4.3,Yes
S3076,74.7,18.9,6.9,No
S3077,63.82,24.8,7.3,Yes
S3078,78.44,23.5,4.5,No
S3079,72.58,28.4,7.4,No
S3080,71.75,5,6.4,No
S3081,55.6,13.8,6.4,Yes
S3082,57.05,14.2,7.6,Yes
S3083,91.05,5.8,6.2,No
S3084,94.29,25.4,5.2,Yes
S3085,61.73,22.2,5.5,Yes
S3086,55.67,18.2,7.7,No
S3087,52.67,15.1,4.4,No
S3088,80.41,27.4,8.2,Yes
S3089,85.77,11.6,6.9,No
S3090,68.64,13.4,7.6,Yes
S3091,83.98,28.8,5.7,Yes
S3092,85.65,6.6,5.1,Yes
S3093,96.77,24.5,8,Yes
S3094,53.24,23,4.5,Yes
S3095,59.61,27.5,4.8,No
S3096,53.43,7.3,5.4,No
S3097,93.4,29.3,5.8,No
S3098,89.63,5.7,5,No
S3099,78.73,13.4,8.6,No
S3100,54.18,7.1,4.1,No
S3101,63.67,6.3,8,No
S3102,64.89,29.1,6.1,Yes
S3103,78.04,23,8.2,Yes
S3104,62.9,17.6,8,No
S3105,53.65,7.7,4.6,Yes
S3106,86.54,18.2,7.3,No
S3107,64.95,13,5.9,Yes
S3108,72.62,11.8,8.1,Yes
S3109,56.38,20.5,8.3,Yes
S3110,90.13,24.8,4.9,Yes
S3111,78.28,16.1,6.4,No
S3112,95.08,17.3,7,No
S3113,74.77,21.3,6.7,No
S3114,97.07,8.1,5.3,No
S3115,94.59,25.7,5.4,Yes
S3116,78.82,25.9,8.3,No
S3117,96.69,18.5,4.2,Yes
S3118,66.15,9.7,5.3,Yes
S3119,68.28,17.5,5.1,No
S3120,52.27,7.6,5.9,Yes
S3121,79.46,24.1,7.4,No
S3122,86.1,12.8,6.7,No
S3123,88.68,12.8,6.7,No
S3124,57.49,28.6,7.7,No
S3125,72.21,15.5,8.1,No
S3126,58.84,24.7,4.8,Yes
S3127,83.11,20.9,4.5,No
S3128,57.9,12.9,5.5,No
S3129,95.21,8.1,8.1,No
S3130,61.53,24.9,6.7,Yes
S3131,64.57,24.1,4.7,No
S3132,92.55,9.2,4.8,No
S3133,72.92,11.2,8.5,Yes
S3134,51.2,24.2,5.8,Yes
S3135,74.73,29.6,5.3,Yes
S3136,54.23,26.1,7.5,Yes
S3137,99.27,22.1,8.3,Yes
S3138,79.41,27.9,6.2,Yes
S3139,62.83,12.1,8,No
S3140,78.19,5.2,6.2,Yes
S3141,53.84,13,7.5,No
S3142,89.99,29.3,6.9,No
S3143,96.27,27,8.5,Yes
S3144,93.72,6.3,5.6,Yes
S3145,67.09,17.5,7.9,Yes
S3146,66.29,7,7.4,No
S3147,51.75,24.7,8.2,No
S3148,82.57,14.3,7,No
S3149,76.75,27.8,6.3,No
S3150,72.97,6.4,4.2,No
S3151,95.38,23.3,8.2,Yes
S3152,58.39,15,8.5,Yes
S3153,50.48,11.7,6.2,No
S3154,53.67,17.9,5.1,Yes
S3155,61.17,17.1,7.2,Yes
S3156,51.66,13.7,4.6,No
S3157,75.14,21.2,4.2,Yes
S3158,65.7,21.5,5.5,No
S3159,59.02,6.9,7.4,No
S3160,87.5,19.9,8.1,Yes
S3161,60.22,22.8,4.8,No
S3162,84.38,6.9,8.7,No
S3163,67.46,21.5,6.8,Yes
S3164,75.59,25.1,8.6,Yes
S3165,96.69,25.8,4.7,Yes
S3166,51.87,6,6.3,Yes
S3167,75.01,22.4,6.2,No
S3168,92.72,24.9,6.1,Yes
S3169,79.4,14.9,8.7,Yes
S3170,63.84,18.6,8.2,Yes
S3171,69.88,11.6,8,No
S3172,84.01,12.8,5.4,No
S3173,94.54,17.5,5.7,Yes
S3174,52.05,8.8,5.3,No
S3175,53.58,14.3,8,Yes
S3176,66.25,12.5,6,No
S3177,61.64,11,8.9,No
S3178,63.25,17.1,5.8,No
S3179,61.06,26,4.8,Yes
S3180,59.79,11.1,8.6,Yes
S3181,56.53,21.5,7.9,No
S3182,96.7,11.4,6.9,No
S3183,57.21,8.6,8.3,Yes
S3184,60.22,28.6,8.7,Yes
S3185,62.31,20.8,8.3,No
S3186,96.65,7.6,8.5,Yes
S3187,87.79,20.8,5.4,Yes
S3188,89.48,9.4,6.6,No
S3189,55.24,27.2,8,No
S3190,91.82,11.2,6.6,Yes
S3191,70.41,25.2,7.2,Yes
S3192,63.14,10,8.6,No
S3193,78.79,19,5.5,No
S3194,91.11,27.8,6.7,Yes
S3195,88.93,12.4,6.8,No
S3196,94.5,7,5.8,No
S3197,96.41,18.8,5.8,No
S3198,61.91,9.3,7.8,Yes
S3199,71.19,23.2,8.6,No
S3200,50.73,19.8,7.2,Yes
S3201,93.97,13.7,6.4,No
S3202,57.73,22.6,7.8,No
S3203,93.07,11,9,Yes
S3204,66.47,27.9,4.4,Yes
S3205,68.41,13.7,7.3,Yes
S3206,51.96,24.1,6.8,No
S3207,66.34,11.5,7.1,Yes
S3208,94.42,22.9,4.1,No
S3209,51.28,5.8,8.8,Yes
S3210,70.32,12.4,4.4,Yes
S3211,51.57,7.3,5.5,No
S3212,68.55,16.3,5.5,No
S3213,58.63,15.9,7.7,Yes
S3214,62.61,14,7.4,No
S3215,93.88,29.5,4.3,Yes
S3216,71.8,11.1,4.7,Yes
S3217,63.69,24.8,5.6,Yes
S3218,79.47,16.2,7.5,Yes
S3219,57.11,13.4,8.6,Yes
S3220,62.97,10.1,5.6,Yes
S3221,77.31,20.8,6.6,Yes
S3222,61.88,13.3,5.9,No
S3223,83.96,25.3,6.9,No
S3224,74.57,29.2,7.1,No
S3225,88.6,10.7,6.6,Yes
S3226,97.41,8.2,5.9,Yes
S3227,55.79,12.9,8.4,No
S3228,66.73,16.7,8,Yes
S3229,65.98,12.5,9,No
S3230,57.56,29.3,6.1,Yes
S3231,90.52,24.5,4.2,No
S3232,87.99,29.2,7.3,Yes
S3233,74.22,14.3,7.9,Yes
S3234,76.89,12.6,8.7,Yes
S3235,52.98,15.2,4.1,No
S3236,77.78,18.1,8.4,No
S3237,89.57,23.5,6.6,Yes
S3238,78.69,27,5.9,Yes
S3239,63.27,16.6,5.1,Yes
S3240,83.38,12.2,8.1,No
S3241,68.07,13,5.8,No
S3242,77.24,22.4,7,Yes
S3243,74.38,19.2,6.6,Yes
S3244,69.06,17.2,5.3,No
S3245,85.94,10.1,7.9,No
S3246,94.19,26.9,5.5,Yes
S3247,50.26,24.5,7.9,Yes
S3248,96.68,8.5,6,Yes
